M=N;T1;T2;S2;T4;S4;T7;S7;T8;S8;T16;S16;T20;S20;T40;S40
40000;0.11598;0.06619;1.631;0.03426;3.180;0.02739;3.165;0.02229;4.967;0.01867;5.068;0.01565;7.106;0.01390;7.836
